A,State,Week,"West Nile virus disease†, Neuroinvasive","West Nile virus disease†, Nonneuroinvasive","Zika virus disease, non-congenital","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable",Tetanus,Varicella morbidity,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Salmonellosis (excluding Paratyphoid fever andTyphoid fever)†,Shiga toxin-producing Escherichia coli,Shigellosis,"Rabies, animal",Rubella,"Rubella, congenital syndrome","Meningococcal disease, all serogroups",Mumps,Pertussis,Legionellosis,Malaria,"Invasive Pneumococcal Disease, Age LT 5†, Confirmed","Invasive Pneumococcal Disease, Age LT 5†, Probable","Invasive Pneumococcal Disease, all ages†, Confirmed","Invasive Pneumococcal Disease, all ages†, Probable","Hepatitis (viral, acute, by type)†, C, Confirmed","Hepatitis (viral, acute, by type)†, C, Probable","Hepatitis (viral, acute, by type)†, A","Hepatitis (viral, acute, by type)†, B","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",Cryptosporidiosis,"Dengue Virus Infections, Dengue†","Dengue Virus Infections, Severe Dengue",Chlamydia trachomatis infection,Coccidioidomycosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Klebsiella spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Enterobacter spp.",Babesiosis,Campylobacteriosis,Total,Population_Density(km²),GDP,TAVE,AVE_TMIN,AVE_TMAX,DATE,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,"Agriculture, forestry, fishing, and hunting","Mining, quarrying, and oil and gas extraction",Utilities,Construction,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,Finance and insurance,Colors
1214,IOWA,25,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1,0,0,142,0,0,0,0,0,15,214,21.84195686,,19.0977,13.2574,24.9379,,22.5286,17.3004,27.7568,,,,,,,,,,,,,,,,,,,,,,
1215,KANSAS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,133,0,0,0,0,0,0,168,13.77307692,,21.1363,14.789,27.4835,,26.7896,19.833,33.7462,,,,,,,,,,,,,,,,,,,,,,
1216,KENTUCKY,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,0,1,2,55,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,77,43.46393446,,23.0616,17.6816,28.4416,,24.5112,18.5548,30.4676,,,,,,,,,,,,,,,,,,,,,,
1217,LOUISIANA,25,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,794,0,0,0,0,0,2,1090,41.50240638,,26.6867,20.8469,32.5265,,27.6237,22.1498,33.0976,,,,,,,,,,,,,,,,,,,,,,
1218,MAINE,25,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,1,35,16.78425142,,12.6734,4.7323,20.6145,,15.1257,7.6432,22.6081,,,,,,,,,,,,,,,,,,,,,,
1219,MARYLAND,25,0,0,0,2,0,0,0,0,3,0,17,8,7,0,0,0,0,0,3,15,8,1,0,7,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,26,102,240.1675753,,19.5996,15.0274,24.1718,,20.5583,15.4988,25.6178,,,,,,,,,,,,,,,,,,,,,,
1220,MASSACHUSETTS,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,1,11,20,339.5999705,,15.3007,9.2173,21.384,,17.477,11.3037,23.6503,,,,,,,,,,,,,,,,,,,,,,
1221,MICHIGAN,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,202,0,0,0,0,0,3,266,66.38479376,,14.2124,7.4763,20.9484,,18.0119,11.6348,24.389,,,,,,,,,,,,,,,,,,,,,,
1222,MINNESOTA,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,33,27.29613122,,15.9584,8.7311,23.1857,,18.4545,12.9667,23.9422,,,,,,,,,,,,,,,,,,,,,,
1223,MISSISSIPPI,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,482,0,0,0,0,0,8,718,24.55209568,,25.4509,19.6029,31.2989,,26.6368,20.7087,32.5648,,,,,,,,,,,,,,,,,,,,,,
1224,MISSOURI,25,0,0,0,0,0,0,4,0,17,2,29,4,4,0,0,0,0,0,1,2,0,0,0,5,1,1,0,4,0,1,0,1,224,0,0,8,5,0,0,339,0,0,0,0,0,17,669,34.39129216,,21.8583,16.2318,27.4847,,26.1417,20.1951,32.0883,,,,,,,,,,,,,,,,,,,,,,
1225,MONTANA,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,0,0,0,1,0,0,79,0,0,0,0,0,4,108,2.81800843,,12.1176,5.8763,18.3589,,13.5924,6.1108,21.0739,,,,,,,,,,,,,,,,,,,,,,
1226,NEBRASKA,25,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0,0,1,30,0,0,0,1,0,0,55,0,0,0,0,0,9,112,9.706472659,,18.0345,12.0944,23.9745,,23.2687,16.2871,30.2503,,,,,,,,,,,,,,,,,,,,,,
1227,NEVADA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.74651254,,13.5528,6.994,20.1116,,17.3476,8.3752,26.3199,,,,,,,,,,,,,,,,,,,,,,
1228,NEW HAMPSHIRE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,57,0,0,0,0,0,0,68,56.37731675,,13.9769,6.3209,21.6328,,15.9645,8.2156,23.7133,,,,,,,,,,,,,,,,,,,,,,
1229,NEW JERSEY,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,293,0,0,0,0,0,0,342,470.1927021,,17.7759,12.4566,23.0952,,19.3868,13.7541,25.0194,,,,,,,,,,,,,,,,,,,,,,
1230,NEW MEXICO,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,119,0,0,0,0,0,8,149,6.651759892,,16.8953,8.0961,25.6945,,22.3716,13.0064,31.7367,,,,,,,,,,,,,,,,,,,,,,
1231,NEW YORK,25,0,0,0,0,0,0,0,0,2,11,0,3,20,16,0,0,1,0,13,17,0,1,0,15,1,3,0,0,1,0,0,19,189,3,54,2,6,0,0,802,0,0,0,0,4,46,1229,162.4306895,,15.5403,9.3801,21.7005,,17.4674,11.0976,23.8372,,,,,,,,,,,,,,,,,,,,,,
1232,NORTH CAROLINA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,82.35626699,,23.3934,19.14,27.6467,,24.27,18.8143,29.7257,,,,,,,,,,,,,,,,,,,,,,
1233,NORTH DAKOTA,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,9,4.227543704,,15.0873,7.6836,22.491,,20.0661,12.9134,27.2188,,,,,,,,,,,,,,,,,,,,,,
1234,OHIO,25,0,0,0,0,0,0,6,0,1,0,0,25,8,0,0,0,0,1,5,37,1,0,1,18,1,1,2,6,1,0,0,5,238,4,0,0,16,0,0,595,0,0,0,0,0,38,1010,110.2687637,,20.0201,14.4613,25.5788,,21.5762,16.2506,26.9018,,,,,,,,,,,,,,,,,,,,,,
1235,OKLAHOMA,25,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,33,1,0,0,4,0,0,62,0,0,0,0,0,120,238,22.15680332,,23.5347,17.0654,30.0039,,27.7382,21.3612,34.1152,,,,,,,,,,,,,,,,,,,,,,
1236,OREGON,25,0,0,0,0,0,0,0,0,0,4,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,87,0,0,0,0,0,0,319,0,0,0,0,0,19,439,16.48063716,,14.15,7.7765,20.5235,,11.8838,5.3767,18.3909,,,,,,,,,,,,,,,,,,,,,,
1237,PENNSYLVANIA,25,0,0,0,0,0,0,3,0,0,4,17,4,0,0,0,0,1,0,2,7,1,1,0,9,0,1,1,0,0,0,0,5,215,4,0,0,6,0,0,820,0,0,0,0,0,36,1137,110.48115,,17.7857,12.1437,23.4276,,18.5062,12.6438,24.3686,,,,,,,,,,,,,,,,,,,,,,
1238,RHODE ISLAND,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1,0,0,0,84,0,0,0,0,1,7,124,392.3547672,,15.6576,9.8829,21.4322,,17.9986,12.0114,23.9857,,,,,,,,,,,,,,,,,,,,,,
1239,SOUTH CAROLINA,25,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,462,0,0,0,0,0,0,744,0,0,0,0,0,4,1223,65.25673544,,23.9313,19.7219,28.1406,,25.3824,20.0171,30.7476,,,,,,,,,,,,,,,,,,,,,,
1240,SOUTH DAKOTA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,46,4.466215529,,16.1352,9.3085,22.9619,,20.4064,13.1581,27.6547,,,,,,,,,,,,,,,,,,,,,,
1241,TENNESSEE,25,0,0,0,0,0,0,0,0,7,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,0,0,2,1,0,0,193,0,0,0,0,0,2,284,63.53570893,,23.2282,17.5279,28.9285,,24.6917,18.7176,30.6657,,,,,,,,,,,,,,,,,,,,,,
1242,TEXAS,25,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,2120,0,0,0,0,0,0,2824,42.33358553,,25.7177,19.9143,31.5211,,28.9623,23.0803,34.8442,,,,,,,,,,,,,,,,,,,,,,
1243,UTAH,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,124,0,0,0,0,0,0,156,14.84996545,,13.6009,6.1308,21.071,,18.7926,9.6132,27.9719,,,,,,,,,,,,,,,,,,,,,,
1244,VERMONT,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,10,26.86356396,,13.274,5.8449,20.703,,15.1921,7.2644,23.1197,,,,,,,,,,,,,,,,,,,,,,
1245,VIRGINIA,25,0,0,0,2,1,0,1,0,6,18,10,0,1,0,0,0,0,3,2,8,0,0,0,1,0,0,0,2,1,0,0,7,224,0,0,0,5,0,0,809,0,0,0,0,0,12,1113,83.1382377,,21.4942,16.6994,26.2889,,21.7976,16.4427,27.1525,,,,,,,,,,,,,,,,,,,,,,
1246,WASHINGTON,25,0,0,0,5,1,0,0,0,0,5,28,22,5,0,0,0,1,2,23,2,4,0,0,0,0,0,0,0,0,0,0,7,133,0,0,0,6,0,0,527,0,0,0,0,0,70,841,43.69387518,,14.6956,8.9163,20.4748,,10.968,5.6723,16.2637,,,,,,,,,,,,,,,,,,,,,,
1247,WEST VIRGINIA,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,22,28.9135357,,20.4257,15.1232,25.7281,,20.7925,14.7743,26.8107,,,,,,,,,,,,,,,,,,,,,,
1248,WISCONSIN,25,0,0,0,0,0,0,3,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,110,0,2,0,4,0,0,310,0,0,0,0,0,15,460,41.36161606,,15.1348,8.7718,21.4978,,18.725,13.6538,23.7962,,,,,,,,,,,,,,,,,,,,,,
1249,WYOMING,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,31,2.281292621,,10.5482,3.7851,17.3112,,14.7579,5.5983,23.9175,,,,,,,,,,,,,,,,,,,,,,
1250,ALABAMA,26,0,1,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,37.19925281,,24.8442,20.3113,29.3771,5/25/2018,26.7789,21.2373,32.3204,,,,,,,,,,,,,,,,,,,,,,
1251,ALASKA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0.498241128,,7.7984,2.6468,12.9499,5/26/2018,11.8025,7.0033,16.6016,,,,,,,,,,,,,,,,,,,,,,
1252,ARIZONA,26,0,0,0,0,1,0,10,1,0,0,10,3,5,0,0,0,0,0,1,2,0,0,0,12,0,0,0,0,0,0,0,1,137,3,0,0,1,0,0,607,192,0,0,0,0,23,1009,24.20525837,,20.2767,10.9433,29.6101,5/27/2018,22.6342,14.376,30.8924,,,,,,,,,,,,,,,,,,,,,,
1253,ARKANSAS,26,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,130,0,0,0,0,0,2,207,22.39668239,,25.6642,19.8233,31.505,5/28/2018,27.2102,21.8035,32.6169,,,,,,,,,,,,,,,,,,,,,,
1254,CALIFORNIA,26,0,0,0,1,2,0,0,0,0,5,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,194,0,0,0,2,0,0,423,12,0,0,0,0,135,806,98.47383106,,16.2631,9.2749,23.2512,5/29/2018,19.1314,10.9262,27.3365,,,,,,,,,,,,,,,,,,,,,,
1255,COLORADO,26,0,0,0,0,0,0,3,0,0,0,21,13,5,0,0,0,0,0,20,2,0,0,0,8,0,0,0,0,0,0,0,10,0,2,0,0,10,0,0,0,0,0,0,0,0,28,122,21.16020728,,16.3561,8.0132,24.6989,5/30/2018,18.3715,11.0077,25.7352,,,,,,,,,,,,,,,,,,,,,,
1256,CONNECTICUT,26,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9,285.9964138,,19.1659,12.5045,25.8273,5/31/2018,20.8094,13.9789,27.6398,,,,,,,,,,,,,,,,,,,,,,
1257,DELAWARE,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,123,0,0,0,0,0,0,197,161.0580431,,21.7965,16.6143,26.9786,,24.3607,18.45,30.2714,,,,,,,,,,,,,,,,,,,,,,
1258,FLORIDA,26,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,1,0,12,0,0,1,0,4,1,0,0,0,0,0,0,0,377,7,0,0,0,0,0,1076,0,0,0,0,0,0,1501,152.5897544,,25.8416,22.4889,29.1943,,28.0265,23.2894,32.7635,,,,,,,,,,,,,,,,,,,,,,
1259,GEORGIA,26,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,13,171,1,0,0,2,0,0,560,0,0,0,0,0,23,785,70.31216995,,24.4492,20.5613,28.3371,,27.0297,21.3133,32.7461,,,,,,,,,,,,,,,,,,,,,,
1260,HAWAII,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,85.74649835,,22.2328,18.6924,25.7732,,22.6266,17.9504,27.3028,,,,,,,,,,,,,,,,,,,,,,
1261,IDAHO,26,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,1,0,0,108,0,0,0,0,0,11,152,8.183599765,,14.0862,7.1867,20.9856,,13.494,7.5997,19.3882,,,,,,,,,,,,,,,,,,,,,,
1262,ILLINOIS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,88.69290989,,25.6152,19.2632,31.9672,,25.9705,20.5905,31.3505,,,,,,,,,,,,,,,,,,,,,,
1263,INDIANA,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,292,0,0,0,0,0,0,403,72.12044782,,24.9638,18.4672,31.4603,,25.62,19.9785,31.2614,,,,,,,,,,,,,,,,,,,,,,
1264,IOWA,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,21.84195686,,25.611,18.3493,32.8726,,24.8499,20.0764,29.6234,,,,,,,,,,,,,,,,,,,,,,
1265,KANSAS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,113,0,0,0,0,0,0,151,13.77307692,,24.9715,17.4495,32.4934,,27.7522,21.189,34.3154,,,,,,,,,,,,,,,,,,,,,,
1266,KENTUCKY,26,0,0,0,0,0,0,0,0,1,0,3,1,0,4,0,0,0,0,5,0,0,0,0,5,0,3,1,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,99,43.46393446,,24.2589,18.9568,29.5609,,26.1122,20.0349,32.1895,,,,,,,,,,,,,,,,,,,,,,
1267,LOUISIANA,26,0,0,0,1,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,524,0,0,0,0,0,27,764,41.50240638,,27.2051,21.7643,32.6458,,27.2945,23.0776,31.5113,,,,,,,,,,,,,,,,,,,,,,
1268,MAINE,26,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,6,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,29,0,0,0,0,0,0,0,0,0,5,4,58,16.78425142,,15.3534,7.9184,22.7884,,17.2127,10.0857,24.3397,,,,,,,,,,,,,,,,,,,,,,
1269,MARYLAND,26,0,0,0,4,2,0,0,0,3,0,15,6,7,0,0,0,0,0,1,6,5,1,0,5,0,0,0,0,1,0,0,2,109,3,0,3,3,0,0,519,0,0,0,0,0,23,718,240.1675753,,22.7733,17.7077,27.8389,,23.8385,18.0066,29.6703,,,,,,,,,,,,,,,,,,,,,,
1270,MASSACHUSETTS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,1,18,27,339.5999705,,17.9217,11.3268,24.5165,,19.8525,13.1,26.605,,,,,,,,,,,,,,,,,,,,,,
1271,MICHIGAN,26,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,31,0,0,0,1,0,0,204,0,0,0,0,0,3,246,66.38479376,,22.1666,15.0265,29.3067,,20.2454,14.1179,26.3729,,,,,,,,,,,,,,,,,,,,,,
1272,MINNESOTA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,29,27.29613122,,22.9447,16.0141,29.8752,,21.0951,15.811,26.3792,,,,,,,,,,,,,,,,,,,,,,
1273,MISSISSIPPI,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,339,0,0,0,0,0,9,490,24.55209568,,25.8927,20.6766,31.1087,,27.3312,22.1403,32.522,,,,,,,,,,,,,,,,,,,,,,
1274,MISSOURI,26,0,0,0,0,0,0,1,2,11,0,23,8,12,1,0,0,1,0,1,1,0,0,0,4,1,0,0,4,0,0,0,3,267,1,0,7,7,0,0,386,0,0,0,0,0,21,762,34.39129216,,25.3803,19.1271,31.6334,,27.0764,21.3492,32.8035,,,,,,,,,,,,,,,,,,,,,,
1275,MONTANA,26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,74,0,0,0,0,0,6,112,2.81800843,,15.4085,8.3679,22.4491,,12.6979,7.6987,17.6971,,,,,,,,,,,,,,,,,,,,,,
1276,NEBRASKA,26,0,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,26,1,0,1,1,0,0,63,0,0,0,0,0,18,127,9.706472659,,23.6291,16.1758,31.0824,,23.6149,18.1857,29.044,,,,,,,,,,,,,,,,,,,,,,
1277,NEVADA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.74651254,,14.1357,7.3552,20.9161,,16.7556,8.9294,24.5818,,,,,,,,,,,,,,,,,,,,,,
1278,NEW HAMPSHIRE,26,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,95,0,0,0,0,0,0,104,56.37731675,,16.7896,9.4335,24.1456,,18.3605,10.7252,25.9958,,,,,,,,,,,,,,,,,,,,,,
1279,NEW JERSEY,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,309,0,0,0,0,0,0,379,470.1927021,,20.9224,15.2785,26.5662,,23.1416,16.4159,29.8673,,,,,,,,,,,,,,,,,,,,,,
1280,NEW MEXICO,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,125,0,0,0,0,0,3,151,6.651759892,,19.7912,9.7966,29.7858,,21.0765,12.7622,29.3907,,,,,,,,,,,,,,,,,,,,,,
1281,NEW YORK,26,0,0,0,2,0,0,0,0,0,15,0,1,17,6,1,0,1,0,2,7,3,0,0,13,1,6,0,3,0,0,0,14,233,7,38,5,5,0,0,917,0,0,0,0,11,65,1373,162.4306895,,20.2328,13.7865,26.6791,,19.5481,12.7062,26.3899,,,,,,,,,,,,,,,,,,,,,,
1282,NORTH CAROLINA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,82.35626699,,23.7229,19.9486,27.4971,,26.6005,20.5524,32.6486,,,,,,,,,,,,,,,,,,,,,,
1283,NORTH DAKOTA,26,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,19,4.227543704,,21.6272,14.3965,28.8578,,19.1407,13.2073,25.074,,,,,,,,,,,,,,,,,,,,,,
1284,OHIO,26,0,0,0,0,0,0,6,0,0,1,35,14,7,0,0,0,0,0,12,67,2,1,0,15,0,3,2,23,3,0,0,15,215,4,0,0,14,0,0,492,0,0,0,0,0,97,1028,110.2687637,,24.1679,17.8243,30.5115,,24.2098,18.3956,30.0239,,,,,,,,,,,,,,,,,,,,,,
1285,OKLAHOMA,26,0,0,0,0,0,0,0,0,18,0,0,37,1,8,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,7,0,0,42,0,0,0,0,0,57,200,22.15680332,,26.1755,19.1652,33.1858,,27.6215,21.9754,33.2676,,,,,,,,,,,,,,,,,,,,,,
1286,OREGON,26,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,108,2,0,0,7,0,0,347,0,0,0,0,0,33,512,16.48063716,,11.9832,5.6019,18.3645,,15.3103,8.6781,21.9424,,,,,,,,,,,,,,,,,,,,,,
1287,PENNSYLVANIA,26,0,0,0,0,0,0,4,0,0,8,16,5,1,0,0,0,0,1,6,14,0,1,0,5,0,1,0,1,0,0,0,13,178,9,0,0,14,0,0,764,0,0,0,0,0,37,1078,110.48115,,21.7661,15.3581,28.1741,,21.5263,14.9077,28.1448,,,,,,,,,,,,,,,,,,,,,,
1288,RHODE ISLAND,26,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,1,0,0,73,0,0,0,0,2,2,111,392.3547672,,18.6493,11.9043,25.3943,,20.8165,14.3843,27.2486,,,,,,,,,,,,,,,,,,,,,,
1289,SOUTH CAROLINA,26,0,0,0,1,0,0,0,0,0,7,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,273,0,0,0,0,0,0,634,0,0,0,0,0,12,939,65.25673544,,24.668,20.8881,28.4479,,27.8068,21.676,33.9376,,,,,,,,,,,,,,,,,,,,,,
