STATION,NAME,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/1/2017,,,21.7,",,7",11.7,",,7",11.7,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/2/2017,,,18.3,",,7",10,",,7",10,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/3/2017,,,19.4,",,7",10,",,7",11.1,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/4/2017,,,20,",,7",10.6,",,7",10.6,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/5/2017,,,19.4,",,7",-0.6,",,7",16.1,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/6/2017,,,16.1,",,7",3.9,",,7",3.9,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/7/2017,,,7.2,",,7",3.9,",,7",4.4,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/8/2017,,,7.8,",,7",0.6,",,7",0.6,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/9/2017,,,0.6,",,7",-2.2,",,7",-2.2,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/10/2017,,,5.6,",,7",-5,",,7",-5,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/13/2017,,,11.7,",,7",-3.3,",,7",-2.8,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/14/2017,,,11.1,",,7",-2.8,",,7",2.2,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/15/2017,,,15,",,7",-0.6,",,7",0.6,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/17/2017,,,12.8,",,7",-3.3,",,7",6.7,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/18/2017,,,8.3,",,7",6.7,",,7",7.2,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/19/2017,,,13.3,",,7",7.2,",,7",11.7,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/20/2017,,,18.9,",,7",11.7,",,7",17.2,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/21/2017,,,18.3,",,7",17.2,",,7",17.2,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/22/2017,,,19.4,",,7",12.2,",,7",12.2,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/23/2017,,,20,",,7",5.6,",,7",20,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/24/2017,,,20,",,7",-2.8,",,7",6.7,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/25/2017,,,7.2,",,7",-1.1,",,7",-0.6,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/26/2017,,,4.4,",,7",-2.8,",,7",-1.7,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/27/2017,,,10.6,",,7",-3.3,",,7",1.7,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/28/2017,,,6.1,",,7",-3.3,",,7",-2.8,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/29/2017,,,10,",,7",-3.9,",,7",-1.7,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/30/2017,,,11.7,",,7",-2.2,",,7",-0.6,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",12/31/2017,,,2.8,",,7",-8.3,",,7",2.8,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/1/2018,,,2.8,",,7",-10.6,",,7",-8.9,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/2/2018,,,0.6,",,7",-11.1,",,7",-11.1,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/3/2018,,,3.9,",,7",-11.1,",,7",-3.9,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/4/2018,,,4.4,",,7",-6.1,",,7",-6.1,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/5/2018,,,1.7,",,7",-7.2,",,7",-7.2,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/6/2018,,,5,",,7",-7.2,",,7",-5,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/7/2018,,,6.7,",,7",-5,",,7",-3.3,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/8/2018,,,8.9,",,7",-3.3,",,7",1.7,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/9/2018,,,12.2,",,7",1.7,",,7",7.2,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/10/2018,,,17.8,",,7",7.2,",,7",13.3,",,7,0400"
USC00010505,"BANKHEAD LOCK AND DAM, AL US",1/11/2018,,,17.2,",,7",13.3,",,7",16.1,",,7,0400"
