"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-01","1.3",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-02","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-03","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-04","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-05","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-06","13.2",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-07","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-08","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-09","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-10","10.9",",,N","114.0",",,N",,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-11","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-12","0.0","T,,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-13","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-14","2.5",",,N","25.0",",,N",,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-17","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-18","0.0","T,,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-19","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-20","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-21","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-22","0.0",",,N",,,,,,,,,,
"US1CTFR0046","STRATFORD 0.2 ESE, CT US","2017-12-23","3.0",",,N",,,,,,,,,,
