"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-14","0.0",",,W,",,,,,"7.8",",,W","-6.6",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-15","0.0",",,W,",,,,,"9.4",",,W","-6.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-16","0.0",",,W,",,,,,"3.9",",,W","-10.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-17","0.0",",,W,",,,,,"9.4",",,W","-4.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-18","0.0",",,W,",,,,,"17.8",",,W","-4.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-19","0.0","T,,W,",,,,,"-4.3",",,W","-11.6",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-20","0.0","T,,W,",,,,,"-7.1",",,W","-14.9",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-21","0.0",",,W,",,,,,"-0.5",",,W","-17.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-22","1.5",",,W,",,,,,"-3.8",",,W","-7.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-23","0.0",",,W,",,,,,"3.3",",,W","-8.2",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-24","1.0",",,W,",,,,,"3.9",",,W","-4.9",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-25","0.0",",,W,",,,,,"8.3",",,W","-5.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-26","0.0",",,W,",,,,,"16.1",",,W","-7.7",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-27","0.0",",,W,",,,,,"12.2",",,W","-4.9",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-02-28","0.0",",,W,","0.0",",,W",,,"9.4",",,W","-6.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-01","0.0",",,W,",,,,,"11.1",",,W","-6.6",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-02","0.0",",,W,",,,,,"19.4",",,W","-0.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-03","0.0",",,W,",,,,,"23.9",",,W","-2.7",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-04","0.0",",,W,",,,,,"25.6",",,W","1.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-05","0.0","T,,W,",,,,,"9.4",",,W","-1.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-06","0.0",",,W,",,,,,"6.7",",,W","-4.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-07","0.0",",,W,",,,,,"11.1",",,W","-9.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-08","0.0",",,W,",,,,,"16.1",",,W","-8.2",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-09","0.0",",,W,",,,,,"18.9",",,W","-5.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-10","0.0",",,W,",,,,,"15.6",",,W","-2.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-11","0.0",",,W,",,,,,"9.4",",,W","-6.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-12","0.0",",,W,",,,,,"10.6",",,W","-9.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-13","0.0",",,W,",,,,,"11.7",",,W","-8.2",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-14","0.0",",,W,",,,,,"21.1",",,W","-2.7",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-15","0.0",",,W,",,,,,"21.7",",,W","-1.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-16","2.5",",,W,",,,,,"12.2",",,W","-1.6",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-17","0.0",",,W,",,,,,"13.3",",,W","-4.9",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-18","0.3",",,W,",,,,,"10.0",",,W","-3.8",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-19","5.8",",,W,",,,,,"3.9",",,W","-2.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-20","0.0","T,,W,",,,,,"11.7",",,W","-3.2",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-21","0.0",",,W,",,,,,"18.3",",,W","-4.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-22","0.0",",,W,",,,,,"23.9",",,W","-0.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-23","0.5",",,W,",,,,,"24.4",",,W","4.4",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-24","0.0",",,W,",,,,,"13.9",",,W","1.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-25","0.0",",,W,",,,,,"3.3",",,W","-0.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-26","0.3",",,W,",,,,,"8.9",",,W","1.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-27","0.0",",,W,",,,,,"13.9",",,W","-1.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-28","0.0",",,W,",,,,,"16.7",",,W","-2.7",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-29","0.0",",,W,",,,,,"8.3",",,W","-2.7",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-30","0.0",",,W,",,,,,"19.4",",,W","-6.6",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-03-31","0.0",",,W,",,,,,"12.2",",,W","-3.8",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-01","0.8",",,W,",,,,,"4.4",",,W","-5.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-02","0.0",",,W,",,,,,"18.3",",,W","-6.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-03","0.0","T,,W,",,,,,"6.7",",,W","-7.7",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-04","0.0",",,W,",,,,,"20.0",",,W","-10.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-05","0.0",",,W,",,,,,"19.4",",,W","-3.2",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-06","0.0","T,,W,",,,,,"6.7",",,W","-9.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-07","0.0",",,W,",,,,,"4.4",",,W","-16.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-08","0.0","T,,W,",,,,,"20.0",",,W","0.6",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-09","1.0",",,W,",,,,,"12.8",",,W","1.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-10","0.0",",,W,",,,,,"22.2",",,W","-1.6",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-11","0.0",",,W,",,,,,"28.9",",,W","2.8",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-12","0.0",",,W,",,,,,"20.6",",,W","3.9",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-13","1.3",",,W,",,,,,"11.1",",,W","-4.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-14","0.0","T,,W,",,,,,"1.1",",,W","-7.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-15","0.0",",,W,",,,,,"8.3",",,W","-9.9",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-16","0.0",",,W,",,,,,"14.4",",,W","-7.7",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-17","1.5",",,W,",,,,,"20.0",",,W","-0.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-18","0.0",",,W,",,,,,"15.6",",,W","1.7",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-19","0.0",",,W,",,,,,"16.1",",,W","-5.5",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-20","5.1",",,W,",,,,,"10.0",",,W","4.4",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-21","1.5",",,W,",,,,,"8.9",",,W","4.4",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-22","0.0",",,W,",,,,,"16.1",",,W","2.8",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-23","0.0",",,W,",,,,,"21.1",",,W","0.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-24","14.7",",,W,",,,,,"10.6",",,W","3.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-25","0.0",",,W,","0.0",",,W",,,"17.2",",,W","3.3",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-26","0.0",",,W,","0.0",",,W",,,"18.9",",,W","2.2",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-27","0.0",",,W,","0.0",",,W",,,"25.6",",,W","0.6",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-28","0.0",",,W,","0.0",",,W",,,"20.6",",,W","1.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-29","0.0",",,W,","0.0",",,W",,,"30.0",",,W","9.4",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-04-30","0.0",",,W,",,,,,"28.9",",,W","15.6",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-01","0.0",",,W,",,,,,"20.0",",,W","8.9",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-02","0.0",",,W,",,,,,"16.7",",,W","6.1",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-03","0.0",",,W,",,,,,"16.1",",,W","6.7",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-04","0.0",",,W,",,,,,"25.6",",,W","5.0",",,W",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-05","0.0",",,D,",,,,,"29.4",",,D","4.4",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-06","0.0",",,D,",,,,,"28.3",",,D","6.7",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-07","0.0",",,D,",,,,,"31.1",",,D","8.3",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-08","0.0",",,D,",,,,,"28.9",",,D","11.1",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-09","0.0",",,D,",,,,,"30.0",",,D","8.9",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-10","0.0",",,D,",,,,,"31.1",",,D","10.6",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-11","0.0",",,D,",,,,,"17.2",",,D","11.7",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-12","0.0","T,,D,",,,,,"14.4",",,D","10.0",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-13","2.0",",,D,",,,,,"19.4",",,D","9.4",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-14","5.3",",,D,",,,,,"23.3",",,D","12.2",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-15","0.0",",,D,",,,,,"26.7",",,D","9.4",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-16","0.0",",,D,",,,,,"29.4",",,D","10.0",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-17","0.0",",,D,",,,,,"32.2",",,D","13.3",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-18","28.2",",,D,",,,,,"23.3",",,D","12.2",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-19","7.9",",,D,",,,,,"15.0",",,D","8.9",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-20","0.0",",,D,",,,,,"17.2",",,D","8.9",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-21","0.0",",,D,",,,,,"26.1",",,D","6.1",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-22","0.0",",,D,",,,,,"30.0",",,D","13.9",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-23","0.0",",,D,",,,,,"30.0",",,D","17.2",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-24","0.0",",,D,",,,,,"32.2",",,D","15.0",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-25","0.0",",,D,",,,,,"35.0",",,D","12.2",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-26","0.0",",,D,",,,,,"35.6",",,D","14.4",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-27","0.0","T,,D,",,,,,"34.4",",,D","17.8",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-28","14.5",",,D,","0.0",",,D",,,"21.1",",,D","15.6",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-29","26.4",",,D,",,,,,"21.1",",,D","12.8",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-30","0.0",",,D,",,,,,"29.4",",,D","11.7",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-05-31","0.0",",,D,",,,,,"31.1",",,D","12.2",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-06-01","0.0",",,D,",,,,,"33.9",",,D","17.8",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-06-02","0.0",",,D,",,,,,"25.6",",,D","11.1",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-06-03","0.0",",,D,",,,,,"27.8",",,D","7.2",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-06-04","0.3",",,D,",,,,,"30.0",",,D","16.7",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-06-05","0.0",",,D,",,,,,"35.6",",,D","13.3",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-06-06","10.4",",,D,",,,,,"33.9",",,D","17.8",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-06-07","3.6",",,D,",,,,,"29.4",",,D","17.2",",,D",,
"USW00094040","MCCOOK MUNICIPAL AIRPORT, NE US","2018-06-08","0.0",",,D,",,,,,"30.6",",,D","17.2",",,D",,
