"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00097171","PRIDGEN, GA US","2017-12-01",,"76","40","60"
"USC00097171","PRIDGEN, GA US","2017-12-02",,"76","54","57"
"USC00097171","PRIDGEN, GA US","2017-12-03",,"76","51","55"
"USC00097171","PRIDGEN, GA US","2017-12-04",,"58","47","50"
"USC00097171","PRIDGEN, GA US","2017-12-05",,"70","48","57"
"USC00097171","PRIDGEN, GA US","2017-12-06",,"76","56","64"
"USC00097171","PRIDGEN, GA US","2017-12-07",,"65","41","42"
"USC00097171","PRIDGEN, GA US","2017-12-08",,"48","42","42"
"USC00097171","PRIDGEN, GA US","2017-12-09",,"48","41","41"
"USC00097171","PRIDGEN, GA US","2017-12-10",,"48","30","30"
"USC00097171","PRIDGEN, GA US","2017-12-11",,"49","29","29"
"USC00097171","PRIDGEN, GA US","2017-12-12",,"61","29","42"
"USC00097171","PRIDGEN, GA US","2017-12-13",,"59","34","34"
"USC00097171","PRIDGEN, GA US","2017-12-14",,"52","32","40"
"USC00097171","PRIDGEN, GA US","2017-12-15",,"62","32","39"
"USC00097171","PRIDGEN, GA US","2017-12-16",,"55","32","32"
"USC00097171","PRIDGEN, GA US","2017-12-17",,"56","32","37"
"USC00097171","PRIDGEN, GA US","2017-12-18",,"70","37","59"
"USC00097171","PRIDGEN, GA US","2017-12-19",,"69","58","61"
"USC00097171","PRIDGEN, GA US","2017-12-20",,"70","58","60"
"USC00097171","PRIDGEN, GA US","2017-12-21",,"74","60","60"
"USC00097171","PRIDGEN, GA US","2017-12-22",,"61","55","55"
"USC00097171","PRIDGEN, GA US","2017-12-23",,"62","54","56"
"USC00097171","PRIDGEN, GA US","2017-12-24",,"75","56","62"
"USC00097171","PRIDGEN, GA US","2017-12-25",,"71","38","38"
"USC00097171","PRIDGEN, GA US","2017-12-27",,"54","30","44"
"USC00097171","PRIDGEN, GA US","2017-12-28",,"47","41","42"
"USC00097171","PRIDGEN, GA US","2017-12-29",,"45","36","36"
"USC00097171","PRIDGEN, GA US","2017-12-30",,"50","30","30"
"USC00097171","PRIDGEN, GA US","2017-12-31",,"55","30","34"
"USC00097171","PRIDGEN, GA US","2018-01-01",,"47","34","35"
"USC00097171","PRIDGEN, GA US","2018-01-02",,"47","18","18"
"USC00097171","PRIDGEN, GA US","2018-01-03",,"37","18","25"
"USC00097171","PRIDGEN, GA US","2018-01-04",,"38","23","26"
"USC00097171","PRIDGEN, GA US","2018-01-05",,"43","21","21"
"USC00097171","PRIDGEN, GA US","2018-01-06",,"44","21","24"
"USC00097171","PRIDGEN, GA US","2018-01-07",,"47","24","26"
"USC00097171","PRIDGEN, GA US","2018-01-08",,"49","23","31"
"USC00097171","PRIDGEN, GA US","2018-01-09",,"62","29","53"
"USC00097171","PRIDGEN, GA US","2018-01-10",,"66","51","54"
"USC00097171","PRIDGEN, GA US","2018-01-11",,"71","54","62"
"USC00097171","PRIDGEN, GA US","2018-01-12",,"73","62","64"
"USC00097171","PRIDGEN, GA US","2018-01-13",,"64","35","35"
"USC00097171","PRIDGEN, GA US","2018-01-14",,"43","25","25"
"USC00097171","PRIDGEN, GA US","2018-01-15",,"47","25","28"
"USC00097171","PRIDGEN, GA US","2018-01-16",,"51","27","28"
"USC00097171","PRIDGEN, GA US","2018-01-17",,"58","27","41"
"USC00097171","PRIDGEN, GA US","2018-01-18",,"41","20","20"
"USC00097171","PRIDGEN, GA US","2018-01-19",,"47",,"25"
"USC00097171","PRIDGEN, GA US","2018-01-20",,"58","24","30"
"USC00097171","PRIDGEN, GA US","2018-01-21",,"60","30","42"
"USC00097171","PRIDGEN, GA US","2018-01-22",,"68","38","47"
"USC00097171","PRIDGEN, GA US","2018-01-23",,"75","47","63"
"USC00097171","PRIDGEN, GA US","2018-01-24",,"67","35","35"
"USC00097171","PRIDGEN, GA US","2018-01-25",,"56","32","32"
"USC00097171","PRIDGEN, GA US","2018-01-26",,"59","31","36"
"USC00097171","PRIDGEN, GA US","2018-01-27",,"65","31","50"
"USC00097171","PRIDGEN, GA US","2018-01-28",,"68","49","56"
"USC00097171","PRIDGEN, GA US","2018-01-29",,"68","49","56"
"USC00097171","PRIDGEN, GA US","2018-01-30",,"65","36","36"
"USC00097171","PRIDGEN, GA US","2018-01-31",,"51","29","29"
"USC00097171","PRIDGEN, GA US","2018-02-01",,"57","28","35"
"USC00097171","PRIDGEN, GA US","2018-02-02",,"66","34","51"
"USC00097171","PRIDGEN, GA US","2018-02-03",,"66","31","31"
"USC00097171","PRIDGEN, GA US","2018-02-04",,"56","31","52"
"USC00097171","PRIDGEN, GA US","2018-02-05",,"67","41","41"
"USC00097171","PRIDGEN, GA US","2018-02-06",,"63","39","39"
"USC00097171","PRIDGEN, GA US","2018-02-07",,"73","30","61"
"USC00097171","PRIDGEN, GA US","2018-02-08",,"70","48","48"
"USC00097171","PRIDGEN, GA US","2018-02-09",,"64","46","46"
"USC00097171","PRIDGEN, GA US","2018-02-10",,"54","46","54"
"USC00097171","PRIDGEN, GA US","2018-02-11",,"75","54","65"
"USC00097171","PRIDGEN, GA US","2018-02-12",,"69","61","61"
"USC00097171","PRIDGEN, GA US","2018-02-13",,"67","58","61"
"USC00097171","PRIDGEN, GA US","2018-02-14",,"62","49","49"
"USC00097171","PRIDGEN, GA US","2018-02-15",,"64","49","59"
"USC00097171","PRIDGEN, GA US","2018-02-16",,"77","59","63"
"USC00097171","PRIDGEN, GA US","2018-02-17",,"79","58","60"
"USC00097171","PRIDGEN, GA US","2018-02-18",,"74","60","63"
"USC00097171","PRIDGEN, GA US","2018-02-19",,"74","61","61"
"USC00097171","PRIDGEN, GA US","2018-02-20",,"78","61","65"
"USC00097171","PRIDGEN, GA US","2018-02-21",,"80","65","69"
"USC00097171","PRIDGEN, GA US","2018-02-22",,"83","67","67"
"USC00097171","PRIDGEN, GA US","2018-02-23",,"79","58","59"
"USC00097171","PRIDGEN, GA US","2018-02-24",,"80","59","61"
"USC00097171","PRIDGEN, GA US","2018-02-25",,"82","59","63"
"USC00097171","PRIDGEN, GA US","2018-02-26",,"74","57","58"
"USC00097171","PRIDGEN, GA US","2018-02-27",,"64","51","54"
"USC00097171","PRIDGEN, GA US","2018-02-28",,"57","48","51"
"USC00097171","PRIDGEN, GA US","2018-03-01",,"75","50","65"
"USC00097171","PRIDGEN, GA US","2018-03-02",,"77","49","49"
"USC00097171","PRIDGEN, GA US","2018-03-03",,"69","39","39"
"USC00097171","PRIDGEN, GA US","2018-03-04",,"67","37","37"
"USC00097171","PRIDGEN, GA US","2018-03-05",,"64","36","38"
"USC00097171","PRIDGEN, GA US","2018-03-06",,"67","38","48"
"USC00097171","PRIDGEN, GA US","2018-03-07",,"65","44","45"
"USC00097171","PRIDGEN, GA US","2018-03-08",,"65","32","32"
"USC00097171","PRIDGEN, GA US","2018-03-09",,"65","31","31"
"USC00097171","PRIDGEN, GA US","2018-03-11",,"67","30","41"
"USC00097171","PRIDGEN, GA US","2018-03-12",,"69","30","54"
"USC00097171","PRIDGEN, GA US","2018-03-13",,"55","33","33"
"USC00097171","PRIDGEN, GA US","2018-03-14",,"58","32","37"
"USC00097171","PRIDGEN, GA US","2018-03-15",,"57","31","31"
"USC00097171","PRIDGEN, GA US","2018-03-16",,"66","30","39"
"USC00097171","PRIDGEN, GA US","2018-03-17",,"73","39","53"
"USC00097171","PRIDGEN, GA US","2018-03-18",,"77","53","62"
"USC00097171","PRIDGEN, GA US","2018-03-19",,"81","60","60"
"USC00097171","PRIDGEN, GA US","2018-03-20",,"67","60","60"
"USC00097171","PRIDGEN, GA US","2018-03-21",,"79","48","48"
"USC00097171","PRIDGEN, GA US","2018-03-22",,"58","37","37"
"USC00097171","PRIDGEN, GA US","2018-03-23",,"62","36","37"
"USC00097171","PRIDGEN, GA US","2018-03-24",,"67","36","48"
"USC00097171","PRIDGEN, GA US","2018-03-25",,"77","44","62"
"USC00097171","PRIDGEN, GA US","2018-03-26",,"75","45","45"
"USC00097171","PRIDGEN, GA US","2018-03-27",,"51","44","51"
"USC00097171","PRIDGEN, GA US","2018-03-28",,"71","50","53"
"USC00097171","PRIDGEN, GA US","2018-03-29",,"78","53","53"
"USC00097171","PRIDGEN, GA US","2018-03-30",,"79","53","69"
"USC00097171","PRIDGEN, GA US","2018-03-31",,"69","48","48"
"USC00097171","PRIDGEN, GA US","2018-04-01",,"69","47","49"
"USC00097171","PRIDGEN, GA US","2018-04-02",,"76","48","55"
"USC00097171","PRIDGEN, GA US","2018-04-03",,"79","52","55"
"USC00097171","PRIDGEN, GA US","2018-04-04",,"84","54","61"
"USC00097171","PRIDGEN, GA US","2018-04-05",,"72","40","40"
"USC00097171","PRIDGEN, GA US","2018-04-06",,"70","40","47"
"USC00097171","PRIDGEN, GA US","2018-04-07",,"78","46","62"
"USC00097171","PRIDGEN, GA US","2018-04-08",,"68","47","47"
"USC00097171","PRIDGEN, GA US","2018-04-09",,"68","46","52"
"USC00097171","PRIDGEN, GA US","2018-04-10",,"59","52","52"
"USC00097171","PRIDGEN, GA US","2018-04-11",,"63","46","46"
"USC00097171","PRIDGEN, GA US","2018-04-12",,"72","44","47"
"USC00097171","PRIDGEN, GA US","2018-04-13",,"75","47","53"
"USC00097171","PRIDGEN, GA US","2018-04-14",,"81","53","62"
"USC00097171","PRIDGEN, GA US","2018-04-15",,"84","59","66"
"USC00097171","PRIDGEN, GA US","2018-04-16",,"72","44","44"
"USC00097171","PRIDGEN, GA US","2018-04-17",,"62","41","41"
"USC00097171","PRIDGEN, GA US","2018-04-18",,"73","40","50"
"USC00097171","PRIDGEN, GA US","2018-04-19",,"83","49","63"
"USC00097171","PRIDGEN, GA US","2018-04-20",,"81","47","47"
"USC00097171","PRIDGEN, GA US","2018-04-21",,"68","47","50"
"USC00097171","PRIDGEN, GA US","2018-04-22",,"69","49","59"
"USC00097171","PRIDGEN, GA US","2018-04-24",,"80","57","57"
"USC00097171","PRIDGEN, GA US","2018-04-25",,"74","56","56"
"USC00097171","PRIDGEN, GA US","2018-04-26",,"75","53","53"
"USC00097171","PRIDGEN, GA US","2018-04-27",,"77","53","58"
"USC00097171","PRIDGEN, GA US","2018-04-28",,"73","51","51"
"USC00097171","PRIDGEN, GA US","2018-04-29",,"79","50","53"
"USC00097171","PRIDGEN, GA US","2018-04-30",,"79","50","56"
"USC00097171","PRIDGEN, GA US","2018-05-01",,"78","50","50"
"USC00097171","PRIDGEN, GA US","2018-05-02",,"82","49","55"
"USC00097171","PRIDGEN, GA US","2018-05-03",,"83","54","54"
"USC00097171","PRIDGEN, GA US","2018-05-04",,"82","54","57"
"USC00097171","PRIDGEN, GA US","2018-05-05",,"84","56","59"
"USC00097171","PRIDGEN, GA US","2018-05-06",,"83","59","66"
"USC00097171","PRIDGEN, GA US","2018-05-07",,"85","58","58"
"USC00097171","PRIDGEN, GA US","2018-05-08",,"85","57","57"
"USC00097171","PRIDGEN, GA US","2018-05-09",,"84","56","61"
"USC00097171","PRIDGEN, GA US","2018-05-10",,"85","61","64"
"USC00097171","PRIDGEN, GA US","2018-05-11",,"90","63","63"
"USC00097171","PRIDGEN, GA US","2018-05-12",,"91","63","68"
"USC00097171","PRIDGEN, GA US","2018-05-13",,"93","63","66"
"USC00097171","PRIDGEN, GA US","2018-05-14",,"92","65","65"
"USC00097171","PRIDGEN, GA US","2018-05-15",,"82","65","69"
"USC00097171","PRIDGEN, GA US","2018-05-16",,"77","66","67"
"USC00097171","PRIDGEN, GA US","2018-05-17",,"82","66","70"
"USC00097171","PRIDGEN, GA US","2018-05-18",,"83","69","71"
"USC00097171","PRIDGEN, GA US","2018-05-19",,"83","68","68"
"USC00097171","PRIDGEN, GA US","2018-05-20",,"86","68","70"
"USC00097171","PRIDGEN, GA US","2018-05-21",,"77","68","69"
"USC00097171","PRIDGEN, GA US","2018-05-22",,"81","69","71"
"USC00097171","PRIDGEN, GA US","2018-05-23",,"85","69","69"
"USC00097171","PRIDGEN, GA US","2018-05-24",,"85","69","69"
"USC00097171","PRIDGEN, GA US","2018-05-25",,"84","67","68"
"USC00097171","PRIDGEN, GA US","2018-05-26",,"85","68","68"
"USC00097171","PRIDGEN, GA US","2018-05-27",,"86","68","69"
"USC00097171","PRIDGEN, GA US","2018-05-28",,"80","69","73"
"USC00097171","PRIDGEN, GA US","2018-05-29",,"86","70","73"
"USC00097171","PRIDGEN, GA US","2018-05-30",,"86","70","73"
"USC00097171","PRIDGEN, GA US","2018-05-31",,"83","71","72"
"USC00097171","PRIDGEN, GA US","2018-06-01",,"87","71","72"
"USC00097171","PRIDGEN, GA US","2018-06-02",,"90","69","69"
"USC00097171","PRIDGEN, GA US","2018-06-23",,"89","75","75"
"USC00097171","PRIDGEN, GA US","2018-06-24",,"91","75","76"
"USC00097171","PRIDGEN, GA US","2018-06-25",,"92","76","76"
"USC00097171","PRIDGEN, GA US","2018-06-26",,"94","70","70"
"USC00097171","PRIDGEN, GA US","2018-06-27",,"90","70","73"
"USC00097171","PRIDGEN, GA US","2018-06-28",,"92","72","72"
"USC00097171","PRIDGEN, GA US","2018-06-29",,"88","71","71"
"USC00097171","PRIDGEN, GA US","2018-06-30",,"88","71","72"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-01",,"76","53","57"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-02",,"74","52","52"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-03",,"64","52","54"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-04",,"72","53","55"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-05",,"78","55","64"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-06",,"64","40","42"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-07",,"46","40","41"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-08",,"44","38","41"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-09",,"51","32","32"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-10",,"45","30","32"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-11",,"61","32","46"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-12",,"60","34","35"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-13",,"53","35","44"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-14",,"63","44","48"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-15",,"60","35","44"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-16",,"71","42","43"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-17",,"73","43","66"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-18",,"75","62","63"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-19",,"71","62","64"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-20",,"74","57","58"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-21",,"69","55","57"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-22",,"68","55","63"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-23",,"68","38","65"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-24",,"73","39","44"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-25",,"53","37","39"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-26",,"58","33","38"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-27",,"50","38","42"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-28",,"45","40","40"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-29",,"54","37","40"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-30",,"57","34","37"
"USC00096087","MOULTRIE 2 ESE, GA US","2017-12-31",,"48","34","45"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-01",,"45","29","32"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-02",,"40","24","34"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-03",,"37","26","27"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-04",,"43","23","24"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-05",,"45","24","29"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-06",,"51","28","29"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-07",,"50","29","36"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-08",,"58","36","55"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-09",,"64","54","55"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-10",,"69","55","64"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-11",,"72","62","63"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-12",,"65","29","33"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-13",,"49","29","29"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-14",,"46","26","32"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-15",,"51","30","34"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-16",,"59","34","39"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-17",,"39","20","21"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-18",,"45","21","27"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-19",,"56","27","46"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-20",,"68","39","40"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-21",,"66","40","50"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-22",,"73","50","62"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-23",,"66","37","38"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-24",,"54","37","39"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-25",,"59","36","39"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-26",,"65","39","57"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-27",,"67","53","58"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-28",,"71","55","57"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-29",,"62","37","38"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-30",,"50","30","32"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-01-31",,"57","32","40"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-01",,"68","40","56"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-02",,"69","44","52"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-03",,"66","52","53"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-04",,"67","41","43"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-05",,"64","42","44"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-06",,"73","44","64"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-07",,"72","48","50"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-08",,"64","47","50"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-09",,"71","50","55"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-10",,"73","55","67"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-11",,"75","61","62"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-12",,"66","58","59"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-13",,"65","51","52"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-14",,"65","52","61"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-15",,"75","60","62"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-16",,"80","57","62"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-17",,"78","61","65"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-18",,"79","61","62"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-19",,"79","61","65"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-20",,"80","65","70"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-21",,"83","63","66"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-22",,"81","61","63"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-23",,"80","61","75"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-24",,"81","65","66"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-25",,"74","59","62"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-26",,"78","51","53"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-27",,"66","52","54"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-02-28",,"77","54","69"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-01",,"83","52","53"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-02",,"68","42","57"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-03",,"68","40","43"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-04",,"67","43","46"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-05",,"68","45","51"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-06",,"66","47","49"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-07",,"59","34","38"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-08",,"55","31","39"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-09",,"72","39","54"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-10",,"74","40","43"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-11",,"68","43","53"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-12",,"54","37","38"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-13",,"59","37","39"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-14",,"58","32","38"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-15",,"65","38","40"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-16",,"80","40","63"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-17",,"77","52","54"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-18",,"75","54","62"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-19",,"74","62","69"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-20",,"80","46","47"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-21",,"61","40","42"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-22",,"61","39","40"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-23",,"67","40","55"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-24",,"77","52","63"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-25",,"78","50","51"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-26",,"77","50","52"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-27",,"72","52","57"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-28",,"78","54","57"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-29",,"79","57","58"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-30",,"66","50","55"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-03-31",,"79","51","51"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-01",,"77","51","52"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-02",,"78","52","55"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-03",,"84","55","67"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-04",,"70","42","44"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-05",,"70","44","53"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-06",,"79","53","64"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-07",,"66","55","55"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-08",,"74","53","55"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-09",,"70","49","54"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-10",,"64","47","49"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-11",,"73","47","49"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-12",,"76","49","58"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-13",,"83","58","75"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-14",,"75","45","69"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-15",,"69","41","43"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-16",,"65","42","45"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-17",,"74","41","60"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-18",,"85","60","64"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-19",,"81","49","51"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-20",,"72","51","69"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-21",,"75","64","64"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-22",,"73","64","68"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-23",,"80","56","60"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-24",,"74","55","57"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-25",,"76","53","58"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-26",,"78","55","56"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-27",,"80","52","65"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-28",,"82","53","56"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-29",,"79","53","58"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-04-30",,"79","53","58"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-01",,"82","57","64"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-02",,"83","55","59"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-03",,"81","57","61"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-04",,"85","60","75"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-05",,"88","60","67"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-06",,"86","60","64"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-07",,"85","57","62"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-08",,"86","62","66"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-09",,"87","66","69"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-10",,"89","66","70"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-11",,"91","66","69"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-13",,"94","65","68"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-14",,"82","68","69"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-15",,"79","69","72"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-17",,"84","69","73"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-18",,"86","69","77"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-19",,"88","68","68"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-20",,"90","66","71"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-21",,"83","68","70"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-22",,"84","68","70"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-23",,"87","67","72"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-24",,"87","69","70"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-25",,"88","69","75"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-26",,"78","72","72"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-27",,"84","69","74"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-28",,"81","72","73"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-29",,"81","73","75"
"USC00096087","MOULTRIE 2 ESE, GA US","2018-05-30",,"86","72","73"
