DATE,TMIN,TMAX
2017-12-01,-5.815384615384612,4.216216216216216
2017-12-02,-5.273214285714288,6.3257777777777715
2017-12-03,-5.183111111111108,7.37777777777778
2017-12-04,-10.941517857142856,0.7549107142857154
2017-12-05,-13.39955156950673,-2.3819819819819816
2017-12-06,-14.079017857142867,-3.232888888888889
2017-12-07,-12.493777777777783,-0.15155555555555567
2017-12-08,-8.591555555555551,3.874666666666665
2017-12-09,-8.63955555555556,5.533333333333332
2017-12-10,-8.080717488789237,6.582959641255607
2017-12-11,-7.43928571428571,6.544642857142854
2017-12-12,-6.691479820627806,8.578828828828826
2017-12-13,-6.721875000000002,5.653571428571426
2017-12-14,-9.616517857142858,1.5531249999999999
2017-12-15,-8.659111111111107,4.033333333333333
2017-12-16,-7.833928571428565,2.2660714285714305
2017-12-17,-10.804464285714287,-1.3933035714285704
2017-12-18,-8.041777777777769,1.1679999999999995
2017-12-19,-5.605803571428569,3.502678571428573
2017-12-20,-8.540807174887892,4.4363228699551565
2017-12-21,-15.518749999999999,-1.2678571428571437
2017-12-22,-16.027802690582952,-5.470535714285721
2017-12-23,-18.767410714285713,-6.680357142857145
2017-12-24,-22.2846153846154,-8.198648648648648
2017-12-25,-16.31004566210045,-7.286818181818175
2017-12-26,-16.537556561085974,-7.5810810810810825
2017-12-27,-14.784615384615387,-3.7833333333333323
2017-12-28,-9.525791855203622,-0.5802690582959642
2017-12-29,-7.79910714285714,1.6929203539822997
2017-12-30,-13.354222222222221,-0.09733333333333342
2017-12-31,-17.45353982300885,-5.081415929203542
2018-01-01,-18.285840707964603,-4.774778761061948
2018-01-02,-19.238938053097343,-1.9685840707964595
2018-01-03,-14.184955752212389,0.7402654867256635
2018-01-04,-11.273008849557518,2.538938053097344
2018-01-05,-8.034070796460178,3.9747787610619434
2018-01-06,-6.094222222222223,4.0048888888888845
2018-01-07,-6.742035398230081,2.659292035398231
2018-01-08,-6.569026548672565,4.644690265486726
2018-01-09,-3.5982300884955736,5.251769911504421
2018-01-10,-7.904444444444448,4.233928571428571
2018-01-11,-12.447787610619462,-0.671681415929203
2018-01-12,-8.38193832599119,-0.6819383259911896
2018-01-13,-7.658149779735683,0.9330396475770929
2018-01-14,-8.807048458149778,3.1211453744493403
2018-01-15,-14.91858407079646,-0.6391111111111111
2018-01-16,-17.71562499999999,-1.1062499999999995
2018-01-17,-12.894642857142852,2.122321428571429
2018-01-18,-6.88893805309734,5.8933628318584095
2018-01-19,-4.515486725663718,6.446017699115045
2018-01-20,-7.9622222222222225,1.3950892857142854
2018-01-21,-13.242035398230083,-2.754666666666668
2018-01-22,-15.857522123893808,-3.3185840707964607
2018-01-23,-13.740888888888897,-2.86283185840708
2018-01-24,-11.789823008849549,1.3438053097345126
2018-01-25,-9.165333333333338,2.861777777777778
2018-01-26,-10.343555555555552,-0.518222222222222
2018-01-27,-10.473660714285714,-1.3125
2018-01-28,-7.506637168141591,1.121681415929204
2018-01-29,-5.347111111111113,4.713777777777777
2018-01-30,-4.175663716814161,6.451769911504421
2018-01-31,-7.209292035398229,2.798666666666667
2018-02-01,-10.48274336283186,-0.8844444444444441
2018-02-02,-7.239737991266375,2.944298245614036
2018-02-03,-5.970175438596489,4.1757709251101325
2018-02-04,-9.937168141592924,3.186725663716815
2018-02-05,-8.510964912280706,2.1431718061673983
2018-02-06,-9.066228070175443,-0.1841409691629956
2018-02-07,-8.128070175438591,2.3502202643171817
2018-02-08,-5.289912280701749,4.849339207048455
2018-02-09,-12.140789473684212,1.7189427312775325
2018-02-10,-17.914912280701746,-5.164912280701754
2018-02-11,-17.79339207048459,-2.9356828193832607
2018-02-12,-15.389956331877729,-3.5947598253275133
2018-02-13,-14.6122270742358,0.11703056768558924
2018-02-14,-9.819650655021833,2.825764192139736
2018-02-15,-13.459388646288211,-0.13493449781659395
2018-02-16,-15.989519650655012,-2.7039301310043666
2018-02-17,-9.898695652173915,1.337826086956522
2018-02-18,-12.614537444933921,2.9846491228070184
2018-02-19,-21.452838427947597,-8.598253275109169
2018-02-20,-26.733913043478253,-12.815652173913037
2018-02-21,-25.01703056768557,-9.247598253275104
2018-02-22,-21.56550218340611,-6.190869565217395
2018-02-23,-20.16956521739129,-4.528260869565218
2018-02-24,-18.36347826086956,-6.172608695652175
2018-02-25,-14.678602620087334,-4.314410480349348
2018-02-26,-11.194782608695652,-0.6100000000000003
2018-02-27,-11.24478260869565,1.5130434782608706
2018-02-28,-13.9891304347826,0.07729257641921425
2018-03-01,-13.860000000000003,2.0965217391304343
2018-03-02,-7.8741228070175495,5.176315789473684
2018-03-03,-5.878602620087336,6.779475982532748
2018-03-04,-9.24933920704846,2.6898678414096904
2018-03-05,-11.967982456140348,-2.475438596491229
2018-03-06,-12.196929824561407,-0.37763157894736876
2018-03-07,-13.260526315789463,3.3885964912280704
2018-03-08,-8.741666666666667,6.518859649122806
2018-03-09,-4.711403508771928,7.05
2018-03-10,-8.562719298245616,5.359210526315789
2018-03-11,-11.398678414096919,6.478854625550661
2018-03-12,-7.508407079646021,7.871238938053097
2018-03-13,-7.855458515283845,9.674235807860267
2018-03-14,-4.856578947368422,11.88684210526315
2018-03-15,-3.153744493392071,9.663876651982374
2018-03-16,-5.334934497816595,5.752401746724893
2018-03-17,-7.134061135371177,6.0231441048034915
2018-03-18,-7.496943231441044,4.25196506550218
2018-03-19,-7.4807860262008745,2.5517543859649106
2018-03-20,-7.295633187772923,4.00305676855895
2018-03-21,-5.933187772925764,7.217903930131003
2018-03-22,-1.6408695652173921,10.981304347826097
