DATE,TMIN,TMAX
2017-12-01,7.040000000000001,18.813333333333333
2017-12-02,6.920000000000001,13.746666666666668
2017-12-03,5.333333333333334,18.506666666666664
2017-12-04,2.9666666666666663,16.673333333333332
2017-12-05,8.113333333333333,18.733333333333338
2017-12-06,4.253333333333334,14.400000000000002
2017-12-07,3.066666666666667,8.206666666666667
2017-12-08,1.1733333333333333,4.366666666666666
2017-12-09,-0.20666666666666683,3.2600000000000002
2017-12-10,-3.733333333333333,6.819999999999999
2017-12-11,-2.78,13.140000000000002
2017-12-12,-1.8933333333333333,11.76666666666667
2017-12-13,-5.3,7.146666666666667
2017-12-14,0.046666666666666655,13.746666666666666
2017-12-15,-1.5466666666666666,9.293333333333333
2017-12-16,-4.413333333333333,10.1
2017-12-17,-2.04,11.886666666666667
2017-12-18,5.333333333333332,17.873333333333335
2017-12-19,5.146666666666667,21.153333333333332
2017-12-20,8.813333333333336,14.966666666666667
2017-12-21,4.62,13.026666666666669
2017-12-22,4.919999999999999,14.953333333333335
2017-12-23,8.366666666666667,19.806666666666665
2017-12-24,6.546666666666667,14.48
2017-12-25,-1.3933333333333335,6.826666666666665
2017-12-26,-2.8533333333333335,8.013333333333334
2017-12-27,-1.5599999999999998,6.160000000000001
2017-12-28,-6.593333333333334,2.106666666666667
2017-12-29,-6.433333333333334,7.186666666666667
2017-12-30,-4.193333333333333,10.233333333333333
2017-12-31,-5.073333333333332,0.4333333333333334
2018-01-01,-10.926666666666668,-2.78
2018-01-02,-12.950000000000001,0.4428571428571428
2018-01-03,-10.792857142857144,0.8785714285714287
2018-01-04,-9.085714285714285,-0.6357142857142859
2018-01-05,-13.15,0.19999999999999993
2018-01-06,-13.553333333333335,-1.7333333333333338
2018-01-07,-13.479999999999997,0.3733333333333333
2018-01-08,-8.74,8.780000000000001
2018-01-09,1.2600000000000002,17.146666666666665
2018-01-10,3.266666666666666,15.340000000000002
2018-01-11,7.26,18.85333333333333
2018-01-12,10.146666666666667,19.706666666666667
2018-01-13,-2.54,10.173333333333334
2018-01-14,-6.22,1.86
2018-01-15,-6.699999999999999,5.286666666666667
2018-01-16,-5.433333333333334,9.366666666666667
2018-01-17,-6.919999999999998,4.146666666666667
2018-01-18,-9.193333333333333,4.239999999999999
2018-01-19,-4.886666666666667,13.186666666666666
2018-01-20,-2.253333333333333,15.766666666666664
2018-01-21,1.2266666666666666,19.366666666666667
2018-01-22,3.2600000000000002,16.773333333333337
2018-01-23,6.379999999999999,19.10666666666667
2018-01-24,-0.23999999999999996,12.180000000000001
2018-01-25,-3.713333333333334,10.44
2018-01-26,-3.3733333333333335,12.946666666666669
2018-01-27,1.9400000000000002,15.62
2018-01-28,10.146666666666667,14.306666666666665
2018-01-29,1.546666666666667,11.98666666666667
2018-01-30,-3.74,5.026666666666667
2018-01-31,-6.066666666666666,8.353333333333332
2018-02-01,-0.22666666666666668,15.513333333333334
2018-02-02,-4.3999999999999995,9.446666666666667
2018-02-03,-6.553333333333333,6.126666666666666
2018-02-04,-0.026666666666666648,10.933333333333335
2018-02-05,-0.6533333333333334,11.213333333333335
2018-02-06,-1.22,15.213333333333336
2018-02-07,4.406666666666666,17.28666666666667
2018-02-08,-1.1799999999999997,12.733333333333333
2018-02-09,-1.8266666666666669,15.073333333333332
2018-02-10,7.246666666666668,18.08
2018-02-11,15.859999999999998,20.753333333333334
2018-02-12,7.253333333333334,18.799999999999997
2018-02-13,4.3,9.080000000000002
2018-02-14,3.9400000000000004,15.566666666666665
2018-02-15,12.406666666666666,23.299999999999997
2018-02-16,12.333333333333334,24.406666666666663
2018-02-17,7.36,13.966666666666667
2018-02-18,5.626666666666668,17.100000000000005
2018-02-19,7.693333333333334,16.6
2018-02-20,13.41333333333333,22.966666666666665
2018-02-21,15.240000000000002,24.7
2018-02-22,14.733333333333333,25.566666666666666
2018-02-23,11.706666666666665,23.2
2018-02-24,13.373333333333333,24.680000000000007
2018-02-25,14.413333333333334,22.733333333333334
2018-02-26,5.473333333333334,17.553333333333335
2018-02-27,1.3199999999999998,16.52
2018-02-28,3.5066666666666664,14.666666666666668
2018-03-01,11.146666666666668,17.193333333333335
2018-03-02,4.846666666666668,13.219999999999999
2018-03-03,1.5533333333333332,14.260000000000002
2018-03-04,-0.4799999999999999,14.546666666666669
2018-03-05,-1.2533333333333336,13.906666666666665
2018-03-06,1.0733333333333333,11.446666666666667
2018-03-07,0.47333333333333344,11.486666666666668
2018-03-08,-2.96,7.7333333333333325
2018-03-09,-3.8799999999999994,11.486666666666668
2018-03-10,1.9266666666666665,15.22
2018-03-11,4.733333333333334,12.586666666666666
2018-03-12,0.3399999999999999,5.886666666666668
2018-03-13,-1.26,10.026666666666666
2018-03-14,-2.673333333333334,7.073333333333334
2018-03-15,-3.58,17.44666666666667
2018-03-16,4.806666666666668,21.03333333333334
2018-03-17,3.0333333333333328,21.733333333333334
2018-03-18,6.4799999999999995,18.10666666666667
2018-03-19,6.966666666666667,18.44
2018-03-20,3.933333333333334,17.846666666666668
2018-03-21,0.9600000000000002,5.333333333333334
2018-03-22,-0.7333333333333335,11.18666666666667
2018-03-23,-1.5666666666666667,13.153333333333334
2018-03-24,0.03999999999999997,10.333333333333336
2018-03-25,3.146666666666667,11.360000000000001
2018-03-26,1.7333333333333336,12.066666666666666
2018-03-27,2.9133333333333336,11.513333333333332
2018-03-28,6.706666666666668,23.040000000000006
2018-03-29,13.193333333333333,24.033333333333335
2018-03-30,10.0,20.4
2018-03-31,2.6733333333333333,18.3
2018-04-01,4.466666666666667,23.666666666666668
